,index,DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
446,767,2008-06-16,17634449,Samani NJ,2007-07-18,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/17634449,Genomewide association analysis of coronary artery disease.,Coronary heart disease,"1,926 European ancestry cases, 2,938 European ancestry controls","875 European ancestry cases, 1,644 European ancestry controls",1p13.3,1,109279544,PSRC1,CELSR2 - PSRC1,1952.0,84722.0,,3788.0,10.0,rs599839-A,rs599839,0,599839,downstream_gene_variant,1.0,0.77,4e-09,8.397940008672037,,1.29,[1.18-1.40],Affymetrix [377857],N
481,44131,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,1p13.3,1,109278889,SORT1,CELSR2 - PSRC1,1952.0,84722.0,,3133.0,665.0,rs602633-?,rs602633,0,602633.0,downstream_gene_variant,1.0,NR,1e-08,8.0,,1.1111,[1.08-1.15],Illumina [575000] (imputed),N
12,23704,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",1p13.3,1,109278889,"CELSR2, PSRC1",CELSR2 - PSRC1,1952.0,84722.0,,3133.0,665.0,rs602633-T,rs602633,0,602633.0,downstream_gene_variant,1.0,0.2346,2e-59,58.698970004336026,,0.11199999999999999,[0.098-0.126] unit decrease,NR [8041861] (imputed),N
13,21094,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,1p13.3,1,109278889,"CELSR2, PSRC1",CELSR2 - PSRC1,1952.0,84722.0,,3133.0,665.0,rs602633-T,rs602633,0,602633.0,downstream_gene_variant,1.0,0.2343,4e-58,57.39794000867204,,0.0999,[0.088-0.112] unit decrease,Affymetrix [at least 7947838] (imputed),N
375,4116,2011-04-11,21378988,The Coronary Artery Disease (C4D) Genetics Consortium,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378988,A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.,Coronary heart disease,"8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian ancestry cases, 7,794 South Asian ancestry controls","18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian ancestry cases, 2,828 South Asian ancestry controls",1p13.3,1,109275908,"CELSR2, PSRC1, SORT1",CELSR2 - PSRC1,1952.0,84722.0,,152.0,3646.0,rs646776-T,rs646776,0,646776,downstream_gene_variant,1.0,NR,6e-10,9.221848749616356,,1.14,[1.09-1.19],Illumina [574919],N
314,27526,2015-04-24,21239051,Reilly MP,2011-01-14,Lancet,www.ncbi.nlm.nih.gov/pubmed/21239051,Identification of ADAMTS7 as a novel locus for coronary atherosclerosis and association of ABO with myocardial infarction in the presence of coronary atherosclerosis: two genome-wide association studies.,Coronary artery disease,"1,808 European ancestry cases, 915 European ancestry controls","10,585 European ancestry cases, 6,468 European ancestry controls",1p13.3,1,109275908,SORT1,CELSR2 - PSRC1,1952.0,84722.0,,152.0,3646.0,rs646776-T,rs646776,0,646776.0,downstream_gene_variant,1.0,0.79,8.000000000000001e-11,10.096910013008056,,1.33,[1.22-1.44],"Affymetrix, Illumina [> 2400000] (imputed)",N
558,21023,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,15q22.31,15,64732005,RBPMS2,LOC107984737,,,107984737,,,rs6494488-A,rs6494488,0,6494488.0,regulatory_region_variant,0.0,0.8117,4e-08,7.397940008672037,,0.0382,[0.024-0.052] unit increase,Affymetrix [at least 7947838] (imputed),N
490,23895,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",15q22.31,15,64732005,RBPMS2,LOC107984737,,,107984737,,,rs6494488-A,rs6494488,0,6494488.0,regulatory_region_variant,0.0,0.8076,1e-08,8.0,,0.0431,[0.028-0.058] unit increase,NR [8041861] (imputed),N
19,23681,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",19p13.2,19,11091630,LDLR,LDLR,,,3949,,,rs6511720-T,rs6511720,0,6511720.0,intron_variant,0.0,0.117,5e-41,40.301029995663974,,0.136,[0.12-0.16] unit decrease,Affymetrix [7947838] (imputed),N
20,23927,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",19p13.2,19,11091630,LDLR,LDLR,,,3949,,,rs6511720-T,rs6511720,0,6511720.0,intron_variant,0.0,0.1167,5e-41,40.301029995663974,,0.1359,[0.12-0.16] unit decrease,NR [8041861] (imputed),N
102,23721,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",2p21,2,43846742,"ABCG5, ABCG8",ABCG8,,,64241,,,rs6544713-T,rs6544713,0,6544713.0,intron_variant,0.0,0.3018,6e-19,18.22184874961636,,0.0549,[0.043-0.067] unit increase,NR [8041861] (imputed),N
107,21077,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,2p21,2,43846742,"ABCG5, ABCG8",ABCG8,,,64241,,,rs6544713-T,rs6544713,0,6544713.0,intron_variant,0.0,0.3038,2e-18,17.69897000433602,,0.0492,[0.038-0.06] unit increase,Affymetrix [at least 7947838] (imputed),N
519,21030,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,1q32.1,1,200676945,"DDX59, LOC101929224",LOC101929224,,,101929224,,,rs6700559-T,rs6700559,0,6700559.0,intron_variant,0.0,0.4715,2e-08,7.698970004336019,,0.0284,[0.019-0.038] unit decrease,Affymetrix [at least 7947838] (imputed),N
447,23710,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",1q32.1,1,200676945,"DDX59, LOC101929224",LOC101929224,,,101929224,,,rs6700559-T,rs6700559,0,6700559.0,intron_variant,0.0,0.4718,4e-09,8.397940008672037,,0.0325,[0.022-0.043] unit decrease,NR [8041861] (imputed),N
509,44132,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,2q33.2,2,202881162,WDR12,WDR12,,,55759,,,rs6725887-C,rs6725887,0,6725887.0,intron_variant,0.0,NR,2e-08,7.698970004336019,,1.14,[1.10-1.19],Illumina [575000] (imputed),N
417,4302,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",2q33.2,2,202881162,WDR12,WDR12,,,55759,,,rs6725887-C,rs6725887,0,6725887,intron_variant,0.0,0.15,1e-09,9.0,,1.14,[1.09-1.19],"Affymetrix, Illumina [~ 2300000] (imputed)",N
241,23788,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",6p21.1,6,43791136,VEGFA,VEGFA - LOC105375070,7422.0,105375070.0,,4649.0,5936.0,rs6905288-A,rs6905288,0,6905288.0,downstream_gene_variant,1.0,0.5697,2e-12,11.698970004336019,,0.045,[0.032-0.058] unit increase,NR [8041861] (imputed),N
236,23592,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",6p21.1,6,43791136,VEGFA,VEGFA - LOC105375070,7422.0,105375070.0,,4649.0,5936.0,rs6905288-A,rs6905288,0,6905288.0,downstream_gene_variant,1.0,0.57,2e-12,11.698970004336019,,0.045,[0.033-0.057] unit increase,Affymetrix [7947838] (imputed),N
582,5233,2012-03-08,22319020,Davies RW,2012-02-07,Circ Cardiovasc Genet,www.ncbi.nlm.nih.gov/pubmed/22319020,A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.,Coronary heart disease,"7,123 European ancestry cases, 6,826 European ancestry controls","5,211 European ancestry cases, 5,821 European ancestry controls",6p21.1,6,43791136,VEGFA,VEGFA - LOC105375070,7422.0,105375070.0,,4649.0,5936.0,rs6905288-T,rs6905288,0,6905288,downstream_gene_variant,1.0,NR,7e-08,7.154901959985742,,1.23,[NR],Affymetrix [~ 5000000] (imputed),N
247,23986,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,6p21.1,6,43791136,VEGFA,VEGFA - LOC105375070,7422.0,105375070.0,,4649.0,5936.0,rs6905288-A,rs6905288,0,6905288.0,downstream_gene_variant,1.0,0.5807,4e-12,11.397940008672034,,0.0386,[0.028-0.05] unit increase,Affymetrix [at least 7947838] (imputed),N
280,23821,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",8p21.3,8,22176102,BMP1,BMP1,,,649,,,rs6984210-C,rs6984210,0,6984210.0,intron_variant,0.0,0.9382,2.0000000000000002e-11,10.69897000433602,,0.0846,[0.06-0.109] unit decrease,NR [8041861] (imputed),N
270,21002,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,8p21.3,8,22176102,BMP1,BMP1,,,649,,,rs6984210-C,rs6984210,0,6984210.0,intron_variant,0.0,0.939,1.0000000000000001e-11,11.0,,0.0784,[0.056-0.101] unit decrease,Affymetrix [at least 7947838] (imputed),N
457,23817,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",8p22,8,18429487,intergenic,NAT2 - PSD3,10.0,23362.0,,28268.0,97816.0,rs6997340-T,rs6997340,0,6997340.0,intergenic_variant,1.0,0.305,5e-09,8.301029995663981,,0.036000000000000004,[0.024-0.048] unit increase,NR [8041861] (imputed),N
461,21005,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,8p22,8,18429487,intergenic,NAT2 - PSD3,10.0,23362.0,,28268.0,97816.0,rs6997340-T,rs6997340,0,6997340.0,intergenic_variant,1.0,0.3025,5e-09,8.301029995663981,,0.0331,[0.022-0.044] unit increase,Affymetrix [at least 7947838] (imputed),N
697,33736,2016-07-08,26089329,Carty CL,2015-06-18,Stroke,www.ncbi.nlm.nih.gov/pubmed/26089329,Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.,Ischemic stroke,"up to 1,365 African American cases, up to 13,154 African American controls","European ancestry individuals (see Traylor, 2012)",3p14.2,3,61963062,PTPRG,PTPRG,,,5793,,,rs704341-A,rs704341,0,704341.0,intron_variant,0.0,0.07,7e-07,6.154901959985742,"(cohort study, AA)",1.85,[1.45-2.36],"Affymetrix, Illumina [~ 2600000] (imputed)",N
696,33740,2016-07-08,26089329,Carty CL,2015-06-18,Stroke,www.ncbi.nlm.nih.gov/pubmed/26089329,Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.,Ischemic stroke,"up to 1,365 African American cases, up to 13,154 African American controls","European ancestry individuals (see Traylor, 2012)",3p14.2,3,61963062,PTPRG,PTPRG,,,5793,,,rs704341-A,rs704341,0,704341.0,intron_variant,0.0,0.07,7e-07,6.154901959985742,(AA),0.62,[0.38-0.86] unit increase,"Affymetrix, Illumina [~ 2600000] (imputed)",N
364,23892,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",14q24.3,14,75116565,NEK9,"HIF1AP1, NEK9",,,"100874523, 91754",,,rs7145159-T,rs7145159,0,7145159.0,non_coding_transcript_exon_variant,0.0,0.522,4e-10,9.397940008672037,,0.0348,[0.024-0.046] unit decrease,NR [8041861] (imputed),N
365,21062,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,14q24.3,14,75116565,NEK9,"HIF1AP1, NEK9",,,"100874523, 91754",,,rs7145159-T,rs7145159,0,7145159.0,non_coding_transcript_exon_variant,0.0,0.5234,4e-10,9.397940008672037,,0.0319,[0.022-0.042] unit decrease,Affymetrix [at least 7947838] (imputed),N
25,21050,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,15q25.1,15,78849442,intergenic,LOC390614 - TRK-CTT1-2,390614.0,100189013.0,,17412.0,11120.0,rs7173743-T,rs7173743,0,7173743.0,intron_variant,1.0,0.5542,5e-36,35.301029995663974,,0.0636,[0.054-0.074] unit increase,Affymetrix [at least 7947838] (imputed),N
585,44133,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,15q25.1,15,78849442,ADAMTS7,LOC390614 - TRK-CTT1-2,390614.0,100189013.0,,17412.0,11120.0,rs7173743-?,rs7173743,0,7173743.0,intron_variant,1.0,NR,7e-08,7.154901959985742,,1.0753,[1.05-1.11],Illumina [575000] (imputed),N
224,23907,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",16q23.3,16,81872818,PLCG2,PLCG2,,,5336,,,rs7199941-A,rs7199941,0,7199941.0,intron_variant,0.0,0.3985,9.000000000000001e-13,12.045757490560675,,0.0401,[0.029-0.051] unit increase,NR [8041861] (imputed),N
222,23995,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,16q23.3,16,81872818,PLCG2,PLCG2,,,5336,,,rs7199941-A,rs7199941,0,7199941.0,intron_variant,0.0,0.3982,9.000000000000001e-13,12.045757490560675,,0.0367,[0.027-0.047] unit increase,Affymetrix [at least 7947838] (imputed),N
26,21044,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,19q13.32,19,44908822,"APOC1, APOE, TOMM40",APOE,,,348,,,rs7412-T,rs7412,0,7412.0,missense_variant,0.0,0.079,2e-35,34.69897000433602,,0.1368,[0.12-0.16] unit decrease,Affymetrix [at least 7947838] (imputed),N
22,23933,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",19q13.32,19,44908822,"APOC1, APOE, TOMM40",APOE,,,348,,,rs7412-T,rs7412,0,7412.0,missense_variant,0.0,0.0799,2.9999999999999996e-39,38.522878745280345,,0.1603,[0.14-0.18] unit decrease,NR [8041861] (imputed),N
21,23678,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",19q13.32,19,44908822,"APOC1, APOE, TOMM40",APOE,,,348,,,rs7412-T,rs7412,0,7412.0,missense_variant,0.0,0.08,2.9999999999999996e-39,38.522878745280345,,0.16,[0.14-0.18] unit decrease,Affymetrix [7947838] (imputed),N
135,21058,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,16q23.3,16,83012185,CDH13,CDH13,,,1012,,,rs7500448-A,rs7500448,0,7500448.0,intron_variant,0.0,0.7594,2e-16,15.698970004336019,,0.0557,[0.042-0.069] unit increase,Affymetrix [at least 7947838] (imputed),N
132,23631,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",16q23.3,16,83012185,CDH13,CDH13,,,1012,,,rs7500448-A,rs7500448,0,7500448.0,intron_variant,0.0,0.761,2e-16,15.698970004336019,,0.063,[0.047-0.079] unit increase,Affymetrix [7947838] (imputed),N
131,23908,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",16q23.3,16,83012185,CDH13,CDH13,,,1012,,,rs7500448-A,rs7500448,0,7500448.0,intron_variant,0.0,0.7613,2e-16,15.698970004336019,,0.0633,[0.048-0.078] unit increase,NR [8041861] (imputed),N
277,23741,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",3p21.31,3,48152025,CDC25A,RPL17P16 - CDC25A,729349.0,993.0,,30738.0,5153.0,rs7617773-T,rs7617773,0,7617773.0,regulatory_region_variant,1.0,0.6703,2.0000000000000002e-11,10.69897000433602,,0.0393,[0.028-0.051] unit increase,NR [8041861] (imputed),N
282,23989,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,3p21.31,3,48152025,CDC25A,RPL17P16 - CDC25A,729349.0,993.0,,30738.0,5153.0,rs7617773-T,rs7617773,0,7617773.0,regulatory_region_variant,1.0,0.6693,3e-11,10.522878745280336,,0.0355,[0.025-0.046] unit increase,Affymetrix [at least 7947838] (imputed),N
177,21037,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,4q27,4,119988346,intergenic,LOC100996694 - MAD2L1,100996694.0,4085.0,,24053.0,71076.0,rs7678555-A,rs7678555,0,7678555.0,intergenic_variant,1.0,0.7166,1e-14,14.0,,0.0486,[0.036-0.061] unit decrease,Affymetrix [at least 7947838] (imputed),N
150,23621,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",4q27,4,119988346,intergenic,LOC100996694 - MAD2L1,100996694.0,4085.0,,24053.0,71076.0,rs7678555-A,rs7678555,0,7678555.0,intergenic_variant,1.0,0.717,3e-15,14.522878745280336,,0.055999999999999994,[0.042-0.07] unit decrease,Affymetrix [7947838] (imputed),N
88,23764,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",4q32.1,4,155714157,GUCY1A3,GUCY1A3,,,2982,,,rs7692387-A,rs7692387,0,7692387.0,intron_variant,0.0,0.1904,3.9999999999999997e-22,21.39794000867204,,0.0687,[0.055-0.083] unit decrease,NR [8041861] (imputed),N
80,21013,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,4q32.1,4,155714157,GUCY1A3,GUCY1A3,,,2982,,,rs7692387-A,rs7692387,0,7692387.0,intron_variant,0.0,0.1892,3e-23,22.522878745280337,,0.0643,[0.052-0.077] unit decrease,Affymetrix [at least 7947838] (imputed),N
480,23950,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,17q11.2,17,31706495,intergenic,MIR365B - RNU6-1134P,100126356.0,106480065.0,,130974.0,7258.0,rs76954792-T,rs76954792,0,76954792.0,upstream_gene_variant,1.0,0.2197,1e-08,8.0,,0.0393,[0.026-0.053] unit increase,Affymetrix [at least 7947838] (imputed),N
524,23521,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",17q11.2,17,31706495,intergenic,MIR365B - RNU6-1134P,100126356.0,106480065.0,,130974.0,7258.0,rs76954792-T,rs76954792,0,76954792.0,upstream_gene_variant,1.0,0.219,2e-08,7.698970004336019,,0.043,[0.027-0.059] unit increase,Affymetrix [7947838] (imputed),N
537,23987,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,4q32.3,4,168766574,PALLD,PALLD,,,23022,,,rs7696431-T,rs7696431,0,7696431.0,intron_variant,0.0,0.5098,3e-08,7.522878745280337,,0.0311,[0.02-0.042] unit increase,Affymetrix [at least 7947838] (imputed),N
547,23523,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",4q32.3,4,168766574,PALLD,PALLD,,,23022,,,rs7696431-T,rs7696431,0,7696431.0,intron_variant,0.0,0.509,3e-08,7.522878745280337,,0.035,[0.023-0.047] unit increase,Affymetrix [7947838] (imputed),N
